year,actual,predicted
2011,6.988776645,6.899625
2012,6.87392004,6.8200026
2013,6.832920908,6.739537
2014,6.798352921,6.6600456
2015,6.75268932,6.5826125
2016,6.774217607,6.5080547
2017,6.770174461,6.4370275
2018,6.732890801,6.3697147
2019,6.706196747,6.306217
2020,6.634788525,6.2466245
2021,6.625935759,6.1910033
