year,actual,predicted
2011,153.7784987,157.40434
2012,151.2233106,153.74896
2013,149.0454152,149.94336
2014,148.3971998,145.91776
2015,147.9912907,141.57326
2016,146.7000493,136.84251
2017,144.8105336,131.72586
2018,143.6343817,126.17082
2019,142.0769575,120.12242
2020,140.3058963,113.53915
2021,139.5572438,106.27217
